row,col,burn_time_min
34,38,-1.0000
34,39,-1.0000
35,0,-1.0000
35,1,-1.0000
35,2,-1.0000
35,3,-1.0000
35,4,-1.0000
35,5,-1.0000
35,6,-1.0000
35,7,-1.0000
35,8,-1.0000
35,9,-1.0000
35,10,-1.0000
35,11,-1.0000
35,12,-1.0000
35,13,-1.0000
35,14,-1.0000
35,15,-1.0000
35,16,-1.0000
35,17,-1.0000
35,18,-1.0000
35,19,-1.0000
35,20,-1.0000
35,21,-1.0000
35,22,-1.0000
35,23,-1.0000
35,24,-1.0000
35,25,-1.0000
35,26,-1.0000
35,27,-1.0000
35,28,-1.0000
35,29,-1.0000
35,30,-1.0000
35,31,-1.0000
35,32,-1.0000
35,33,-1.0000
35,34,-1.0000
35,35,-1.0000
35,36,-1.0000
35,37,-1.0000
35,38,-1.0000
35,39,-1.0000
36,0,-1.0000
36,1,-1.0000
36,2,-1.0000
36,3,-1.0000
36,4,-1.0000
36,5,-1.0000
36,6,-1.0000
36,7,-1.0000
36,8,-1.0000
36,9,-1.0000
36,10,-1.0000
36,11,-1.0000
36,12,-1.0000
36,13,-1.0000
36,14,-1.0000
36,15,-1.0000
36,16,-1.0000
36,17,-1.0000
36,18,-1.0000
36,19,-1.0000
36,20,-1.0000
36,21,-1.0000
36,22,-1.0000
36,23,-1.0000
36,24,-1.0000
36,25,-1.0000
36,26,-1.0000
36,27,-1.0000
36,28,-1.0000
36,29,-1.0000
36,30,-1.0000
36,31,-1.0000
36,32,-1.0000
36,33,-1.0000
36,34,-1.0000
36,35,-1.0000
36,36,-1.0000
36,37,-1.0000
36,38,-1.0000
36,39,-1.0000
37,0,-1.0000
37,1,-1.0000
37,2,-1.0000
37,3,-1.0000
37,4,-1.0000
37,5,-1.0000
37,6,-1.0000
37,7,-1.0000
37,8,-1.0000
37,9,-1.0000
37,10,-1.0000
37,11,-1.0000
37,12,-1.0000
37,13,-1.0000
37,14,-1.0000
37,15,-1.0000
37,16,-1.0000
37,17,-1.0000
37,18,-1.0000
37,19,-1.0000
37,20,-1.0000
37,21,-1.0000
37,22,-1.0000
37,23,-1.0000
37,24,-1.0000
37,25,-1.0000
37,26,-1.0000
37,27,-1.0000
37,28,-1.0000
37,29,-1.0000
37,30,-1.0000
37,31,-1.0000
37,32,-1.0000
37,33,-1.0000
37,34,-1.0000
37,35,-1.0000
37,36,-1.0000
37,37,-1.0000
37,38,-1.0000
37,39,-1.0000
38,0,-1.0000
38,1,-1.0000
38,2,-1.0000
38,3,-1.0000
38,4,-1.0000
38,5,-1.0000
38,6,-1.0000
38,7,-1.0000
38,8,-1.0000
38,9,-1.0000
38,10,-1.0000
38,11,-1.0000
38,12,-1.0000
38,13,-1.0000
38,14,-1.0000
38,15,-1.0000
38,16,-1.0000
38,17,-1.0000
38,18,-1.0000
38,19,-1.0000
38,20,-1.0000
38,21,-1.0000
38,22,-1.0000
38,23,-1.0000
38,24,-1.0000
38,25,-1.0000
38,26,-1.0000
38,27,-1.0000
38,28,-1.0000
38,29,-1.0000
38,30,-1.0000
38,31,-1.0000
38,32,-1.0000
38,33,-1.0000
38,34,-1.0000
38,35,-1.0000
38,36,-1.0000
38,37,-1.0000
38,38,-1.0000
38,39,-1.0000
39,0,-1.0000
39,1,-1.0000
39,2,-1.0000
39,3,-1.0000
39,4,-1.0000
39,5,-1.0000
39,6,-1.0000
39,7,-1.0000
39,8,-1.0000
39,9,-1.0000
39,10,-1.0000
39,11,-1.0000
39,12,-1.0000
39,13,-1.0000
39,14,-1.0000
39,15,-1.0000
39,16,-1.0000
39,17,-1.0000
39,18,-1.0000
39,19,-1.0000
39,20,-1.0000
39,21,-1.0000
39,22,-1.0000
39,23,-1.0000
39,24,-1.0000
39,25,-1.0000
39,26,-1.0000
39,27,-1.0000
39,28,-1.0000
39,29,-1.0000
39,30,-1.0000
39,31,-1.0000
39,32,-1.0000
39,33,-1.0000
39,34,-1.0000
39,35,-1.0000
39,36,-1.0000
39,37,-1.0000
39,38,-1.0000
39,39,-1.0000
